cat|VIL_NAME_T|VIL_LTD_DI|VIL_LTS_SU|VIL_ENG|VIL_CODE|DIST_NAME|SUBD_NAME|village_wi|XX|YY|essai
517|19|6508|650804|NANHUA|650804_19|WangThong|BanKlang|BanNaNuea(NorthBanNa)|666737|1881625|1
518|20|6508|650804|SUBSOMBOON|650804_20|WangThong|BanKlang|BanSapSombun|663695|1881625|1
519|21|6508|650804|SAPANSAM|650804_21|WangThong|BanKlang|BanSaphanSam|666088|1873927|1
520|22|6508|650804|NERNPATTHANA|650804_22|WangThong|BanKlang|BanNernPhatana|667543|1875920|1
521|23|6508|650804|SAINGAM|650804_23|WangThong|BanKlang|BanSaiNgam|661678|1880233|1
522|24|6508|650804|MAICHAIMONGKON|650804_24|||BanMaiChaiMongkhon|667595|1886492|1
523|25|6508|650804|NAMRINSONG|650804_25|WangThong|BanKlang|BanNamRinSong(BanNamRin#2)|663351|1878896|1
524|26|6508|650804|MAISAMTEAY|650804_26|WangThong|BanKlang|BanMaiSamThoie|665380|1881722|1
525|27|6508|650804|PLAINA|650804_27|WangThong|BanKlang|BanPlaiNa|669446|1874939|1
526|1|6504|650411|KUYMAUNG|650411_01|BangRakam|KhuiMuang|BanKhuiMuang|608998|1858363|1
527|2|6504|650411|KUYKWANG|650411_02|BangRakam|KhuiMuang|BanKhuiKwang|603630|1858887|1
528|3|6504|650411|KORKLANGNA|650411_03|BangRakam|KhuiMuang|BanGrakLangNa|603338|1859634|1
529|4|6504|650411|DONG|650411_04|BangRakam|KhuiMuang|BanDong|603369|1860762|1
530|5|6504|650411|PLONGKRADON|650411_05|BangRakam|KhuiMuang|BanProngGradon|602880|1857075|1
531|6|6504|650411|NHONGKAHNANG|650411_06|||BanNongKanang|608867|1862708|1
532|7|6504|650411|REANGKADOK|650411_07|BangRakam|KhuiMuang|BanRueangGrathok|603027|1863209|1
533|8|6504|650411|TUNGSAONOY|650411_08|BangRakam|KhuiMuang|BanThungSaoNoi|602718|1860967|1
534|9|6504|650411|TUNGPATTHANA|650411_09|BangRakam|KhuiMuang|BanThungPhattana|607565|1863006|1
535|10|6504|650411|NANGPAYA|650411_10|BangRakam|KhuiMuang|BanNangPhaya|603610|1861062|1
536|11|6504|650411|YINGJARERN|650411_11|BangRakam|KhuiMuang|BanYingJayrin|605129|1859298|1
537|12|6504|650411|KUYMAUNGMEESUK|650411_12|BangRakam|KhuiMuang||608480|1858486|1
538|1|6504|650407|BANGBA|650407_01|BangRakam|ChumSaengSongk|BanBangBa|616520|1863591|1
539|2|6504|650407|CHUMSANGSONGKRAM|650407_02|BangRakam|ChumSaengSongk|BanChumSaengSongkhram|613857|1862599|1
540|3|6504|650407|WANGRAE|650407_03|BangRakam|ChumSaengSongk|BanWangRae|615204|1863781|1
541|4|6504|650407|NHONGPAYOM|650407_04|||BanNongPhayom|690746|1857679|1
542|5|6504|650407|WATTAN|650407_05|BangRakam|ChumSaengSongk|BanWatThaen|606633|1854185|1
543|6|6504|650407|HUNGKRADAI|650407_06|BangRakam|ChumSaengSongk|BanHuangGradai|611032|1855577|1
544|7|6504|650407|NHONGING|650407_07|BangRakam|ChumSaengSongk|BanNongOh|608586|1853964|1
545|8|6504|650407|NHONGPANGPOUY|650407_08|BangRakam|ChumSaengSongk|BanNongPhaengPhui|610932|1857607|1
546|9|6504|650407|TABAKNGAM|650407_09|BangRakam|ChumSaengSongk|BanThabokNgam|613171|1865741|1
547|10|6504|650407|KLONGLUEK|650407_10|BangRakam|ChumSaengSongk|BanKhlongLuek|608431|1855833|1
548|11|6504|650407|FAKKLONG|650407_11|BangRakam|ChumSaengSongk|BanFakKhlong|609929|1857455|1
549|1|6504|650410|THANANGNGAM|650410_01|BangRakam|ThaNangNgam|BanThaNangNgam|616458|1855247|1
550|2|6504|650410|KLUNGKRAK|650410_02|BangRakam|ThaNangNgam|BanKrungGrak|614800|1856760|1
551|3|6504|650410|BANGKAWE|650410_03|BangRakam|ThaNangNgam|BanBangGaew|620937|1860166|1
552|4|6504|650410|PLONGMORKAW|650410_04|BangRakam|ThaNangNgam|BanProngMoKao|622996|1857813|1
553|5|6504|650410|HUAYCHAN|650410_05|BangRakam|ThaNangNgam|BanHuaiChan|618619|1861293|1
554|6|6504|650410|NAJAKWAI|650410_06|BangRakam|ThaNangNgam|BanNachakWai|622793|1860067|1
555|7|6504|650410|NHONGPLING|650410_07|BangRakam|ThaNangNgam|BanNongPling|622630|1859064|1
556|8|6504|650410|YANYAI|650410_08|BangRakam|ThaNangNgam|BanYanYai|621048|1858841|1
557|9|6504|650410|YOMMARACH|650410_09|BangRakam|ThaNangNgam|BanYomrat|623650|1862961|1
558|10|6504|650410|TANNANGNGAM|650410_10|BangRakam|ThaNangNgam|BanThaNangNgam|617368|1856179|1
559|11|6504|650410|MAIKRUNGTHONG|650410_11|BangRakam|ThaNangNgam|BanMaiKrungThong|615435|1857363|1
560|1|6504|650408|TUNGAIHO|650408_01|BangRakam|NikhomPhatthana|BanThungAiHo|603511|1849225|1
561|2|6504|650408|MAIJARERNPON|650408_02|BangRakam|NikhomPhatthana|BangMaiJayrinPhon|596738|1851963|1
562|3|6504|650408|MAIJARERNTAM|650408_03|BangRakam|NikhomPhatthana|BanMaiJayrinTam|599547|1855776|1
563|4|6504|650408|KLONGNAMYEN|650408_04|BangRakam|NikhomPhatthana|BanKhlongNamyen|597345|1849499|1
564|5|6504|650408|NIKOMPATTHANA|650408_05|BangRakam|NikhomPhatthana|BanNikhomPhattana|599250|1850323|1
565|6|6504|650408|PHASAK|650408_06|BangRakam|NikhomPhatthana|BanPaSak|593348|1851077|1
566|7|6504|650408|THAMAKRAE|650408_07|||BanThaMagluea|598958|1846418|1
567|8|6504|650408|TUNGYAI|650408_08|BangRakam|NikhomPhatthana|BanThungYai|599742|1848687|1
568|9|6504|650408|PORNSAWAN|650408_09|BangRakam|NikhomPhatthana|BanPhonSawan|601523|1850635|1
569|10|6504|650408|NHONGBAONA|650408_10|BangRakam|NikhomPhatthana|BanNongNaBao|602585|1849903|1
570|11|6504|650408|SRINAKAHRIN|650408_11|BangRakam|NikhomPhatthana|BanSriNokhrin|599477|1852542|1
571|12|6504|650408|BORSAINGAM|650408_12|||BanPoSaiNgam|599844|1857146|1
572|1|6504|650409|NHONGBAO|650409_01|BangRakam|BoThong|BanNongBua|623957|1839274|1
573|2|6504|650409|BORTHONG|650409_02|BangRakam|BoThong|BanBoThong|623556|1839246|1
574|3|6504|650409|NHONGTAKEAW|650409_03|BangRakam|BoThong|BanNongThaKieaw|621481|1840315|1
575|4|6504|650409|PHOPRASAT|650409_04|BangRakam|BoThong|BanPhoPrasat|618743|1842281|1
576|5|6504|650409|KWANGAN|650409_05|BangRakam|BoThong|BanGwangAn|624426|1836147|1
577|6|6504|650409|NHONGNA|650409_06|BangRakam|BoThong|BanNongNa|622434|1836671|1
578|7|6504|650409|DONGYANG|650409_07|BangRakam|BoThong|BanDongYang|619855|1838392|1
579|8|6504|650409|NHONGNANGNUAN|650409_08|BangRakam|BoThong|BanNongNangNuan|618587|1836539|1
580|9|6504|650409|NHONGAOR|650409_09|BangRakam|BoThong|BanNongOh|623335|1836718|1
581|10|6504|650409|DONGAPAI|650409_10|||BanDonApai|621054|1854617|1
582|1|6504|650401|BANGRAKUM|650401_01|BangRakam|BangRakam|BanRai|619229|1849977|1
583|2|6504|650401|WANGPED|650401_02|BangRakam|BangRakam|BanWangPet|623667|1846204|1
584|3|6504|650401|THAGO|650401_03|BangRakam|BangRakam|BanThaKo|623885|1848564|1
585|4|6504|650401|KLONGWATRAI|650401_04|BangRakam|BangRakam|KhlongWatRai|621044|1851604|1
586|5|6504|650401|TAMO|650401_05|BangRakam|BangRakam|BanThamai|618127|1848640|1
587|6|6504|650401|YANGKWAENAOU|650401_06|BangRakam|BangRakam|BanYangKaewOo|612923|1853459|1
588|7|6504|650401|BANGRAKUM|650401_07|BangRakam|BangRakam|BanBangRakam|620083|1853071|1
589|8|6504|650401|RAMJADEE|650401_08|BangRakam|BangRakam|BanLaemChedi|615459|1851872|1
590|9|6504|650401|KAORANG|650401_09|BangRakam|BangRakam|BanGaoRang|614477|1850995|1
591|10|6504|650401|WANGDAN|650401_10|BangRakam|BangRakam|BanWangDan|625277|1848728|1
592|11|6504|650401|BEUNGKUD|650401_11|BangRakam|BangRakam|BanBuengDat|612152|1851610|1
593|12|6504|650401|NHONGKHUYKWAY|650401_12|BangRakam|BangRakam|BanNongKaoKhwae|617441|1850498|1
594|13|6504|650401|KUYYANG|650401_13|BangRakam|BangRakam|BanKhuiYang|613988|1850534|1
595|14|6504|650401|RAIKANG|650401_14|BangRakam|BangRakam|BanRaiGlang|620119|1851081|1
596|15|6504|650401|WANGKUM|650401_15|BangRakam|BangRakam|BanWangGum|620958|1853171|1
597|16|6504|650401|TRUKRAT|650401_16|BangRakam|BangRakam|BanThalukRaet|614015|1853417|1
598|17|6504|650401|HUAYBEUNG|650401_17|||BanHuaBueng|612032|1849112|1
599|18|6504|650401|SRIMONGKOHN|650401_18|BangRakam|BangRakam|BanSriMongkhon|623398|1850779|1
600|19|6504|650401|KLONGWATPAINEUA|650401_19|BangRakam|BangRakam||620764|1851364|1
601|1|6504|650405|BEUNGKOK|650405_01|BangRakam|BuengKok|BanBuengKok|606753|1843366|1
602|2|6504|650405|PREAKRATEARM|650405_02|BangRakam|BuengKok|BanPrueKrathiam(part)|607082|1843963|1
603|3|6504|650405|KORJAN|650405_03|||BanGrajan|607194|1840620|1
604|4|6504|650405|KUYMATOOM|650405_04|BangRakam|BuengKok|BanKhuiMathum|610386|1848089|1
605|5|6504|650405|KOKSAWANG|650405_05|||BanKokSawang|609207|1840547|1
606|6|6504|650405|KLONGTEAY|650405_06|BangRakam|BuengKok|BanKhlongThoie|611149|1848570|1
607|7|6504|650405|SAWUEASUK|650405_07|||BanSawoieSung|603956|1843296|1
608|8|6504|650405|PRADA|650405_08|BangRakam|BuengKok|BanPrada|603051|1845722|1
609|9|6504|650405|NHONGBOA|650405_09|||BanNongBua|605552|1840006|1
610|10|6504|650405|BEUNGKOK|650405_10|BangRakam|BuengKok|BanBuekKokPhatana|610353|1844820|1
611|11|6504|650405|PREAKRATEARM(SOUTHERN)|650405_11|BangRakam|BuengKok|BanPrueKrathiamThai(SouthBanPrueKrathiam)|606790|1843306|1
612|12|6504|650405|SANGOB|650405_12|BangRakam|BuengKok||609176|1848187|1
613|1|6504|650402|PLAKRAT|650402_01|BangRakam|PlakRaet|BanPlakRaet|618052|1845272|1
614|2|6504|650402|DONGKOKKHAM|650402_02|BangRakam|PlakRaet|BanDongKhokKam|613016|1843918|1
615|3|6504|650402|HUATUNGYOR|650402_03|BangRakam|PlakRaet|BanPlakRaet|616493|1846299|1
616|4|6504|650402|NHONGKHAM|650402_04|BangRakam|PlakRaet|BanNongKaem|618635|1843289|1
617|5|6504|650402|PLAKRAT|650402_05|BangRakam|PlakRaet|BanPlakRaet|617460|1844450|1
618|6|6504|650402|RHAIMEAUSRI|650402_06|BangRakam|PlakRaet|BanLaiMuesee|617640|1846419|1
619|7|6504|650402|RHAIPHO|650402_07|BangRakam|PlakRaet|BanLaiPho|620786|1845412|1
620|8|6504|650402|TUNGCHA|650402_08|BangRakam|PlakRaet|BanThungSa|610190|1841045|1
621|9|6504|650402|NHONGMAPRANG|650402_09|BangRakam|PlakRaet|BanNongMaprang|614560|1847071|1
622|10|6504|650402|TAPAOTHONG|650402_10|BangRakam|PlakRaet|BanThapaoThongChaylimphragat|612852|1843224|1
623|1|6504|650403|HUAKUA|650403_01|BangRakam|PhanSao|BanHuaKua|614168|1839837|1
624|2|6504|650403|PANSAO|650403_02|BangRakam|PhanSao|BanPhanSao|616774|1841259|1
625|3|6504|650403|PAOSAO|650403_03|BangRakam|PhanSao|BanPhanSao|615403|1841303|1
626|4|6504|650403|NHONGPADU|650403_04|BangRakam|PhanSao|BanNongPradoo|616381|1834002|1
627|5|6504|650403|KHONDEANG|650403_05|BangRakam|PhanSao|BanBonDaeng|616592|1840230|1
628|6|6504|650403|RHAIMEAUSRI|650403_06|BangRakam|PhanSao|BanNaMan|614741|1842625|1
629|7|6504|650403|RAMMAKHA|650403_07|BangRakam|PhanSao|BanLaemMakha|615268|1835116|1
630|8|6504|650403|RHAIKHANANG|650403_08|BangRakam|PhanSao|BanLaiKanang|610936|1833714|1
631|9|6504|650403|NHONGBAOSEEBATH|650403_09|BangRakam|PhanSao|BanNongBuaSiBat|610935|1833714|1
632|10|6504|650403|NHONGTAGU|650403_10|BangRakam|PhanSao|BanNongThagoo|612816|1838621|1
633|11|6504|650403|THANGAM|650403_11|BangRakam|PhanSao|BanMakhaNgam|614846|1836011|1
634|1|6504|650404|KRUMPUANG|650404_01|BangRakam|WangIThok|BanGrapPhuang|627659|1845813|1
635|2|6504|650404|KRATUMYODNAM|650404_02|BangRakam|WangIThok|BanKrathumYotNam|626642|1843512|1
636|3|6504|650404|WANGAITOK|650404_03|BangRakam|WangIThok|BanWangIthok|626678|1841871|1
637|4|6504|650404|NHONGTAODAM|650404_04|BangRakam|WangIThok|BanNongThaoDam|623635|1841840|1
638|5|6504|650404|WATKLANG|650404_05|BangRakam|WangIThok|BanWatKlang|625266|1839213|1
639|6|6504|650404|KLONGNHONGKLUBPUANG|650404_06|BangRakam|WangIThok|BanKhlongGrapPhuang|629222|1843343|1
640|7|6504|650404|KLONGKLUBPUANG|650404_07|BangRakam|WangIThok|BanWangYai|625881|1842406|1
641|8|6504|650404|PANTANGCHARERMPHAKEAD|650404_08|BangRakam|WangIThok|BanTangChaylimphragat|625931|1838373|1
642|9|6504|650404|MHAICHAIMONGKOHN|650404_09|BangRakam|WangIThok|BanMaiChaiMongkhon|627145|1844600|1
643|10|6504|650404|PUANGTHONG|650404_10|||BanPhuangThong|627643|1846285|1
644|1|6504|650406|NHONGKLUB|650406_01|BangRakam|NongKula|BanNongGrap|606096|1838046|1
645|2|6504|650406|NHONGPAI|650406_02|BangRakam|NongKula|BanNongPhai|597837|1843529|1
646|3|6504|650406|DONGKWANG|650406_03|BangRakam|NongKula|BanDongGwang|605674|1839522|1
647|4|6504|650406|NHONGDULA|650406_04|BangRakam|NongKula|BanNongKula|601413|1839781|1
648|5|6504|650406|NHONGLUANG|650406_05|BangRakam|NongKula|BanNongLuang|602777|1839561|1
649|6|6504|650406|BEUNGBON|650406_06|BangRakam|NongKula|BanBuengBon|601857|1834704|1
650|7|6504|650406|BEUNGJUMKA|650406_07|BangRakam|NongKula|BanBuengJaga|608203|1840224|1
651|8|6504|650406|NHONGNA|650406_08|BangRakam|NongKula|BanNongNa|606776|1839850|1
